CORPORATE_IDENTIFICATION_NUMBER,COMPANY_NAME,COMPANY_STATUS,COMPANY_CLASS,COMPANY_CATEGORY,COMPANY_SUB_CATEGORY,DATE_OF_REGISTRATION,REGISTERED_STATE,AUTHORIZED_CAP,PAIDUP_CAPITAL,INDUSTRIAL_CLASS,PRINCIPAL_BUSINESS_ACTIVITY_AS_PER_CIN,REGISTERED_OFFICE_ADDRESS,REGISTRAR_OF_COMPANIES,EMAIL_ADDR,LATEST_YEAR_ANNUAL_RETURN,LATEST_YEAR_FINANCIAL_STATEMENT
U28133KA2014PTC073004,V-METAL ENTERPRISES PRIVATE LIMITED   ,ACTV,Private,Company limited by Shares,Non-govt company,10-01-2014,Karnataka,100000.0,100000.0,28133,Manufacturing,"NO. 204, 3RD CROSSANDANAPPA LAYOUT  ",ROC BANGALORE,dasan_d@rediffmail.com,31-03-2019,31-03-2019
U72100KA1998PTC023893,IDEAL INFOTECH PRIVATE LIMITED   ,STOF,Private,Company limited by Shares,Non-govt company,26-06-1998,Karnataka,1000000.0,2000.0,72100,Real estate renting and business activities,"34,CMH ROAD,INDIRANAGAR,BANGALORE-560 038.  ",ROC BANGALORE,,,
U67190KA2009PTC051979,SP SMARTINVEST SERVICES PRIVATE LIMITED   ,ACTV,Private,Company limited by Shares,Non-govt company,30-12-2009,Karnataka,500000.0,100000.0,67190,Financial intermediation,"C-317, Bindu Annmol Apartment,Opp: Shobha Hospital, Nagarabhavi Road, Vijaynagar  ",ROC BANGALORE,pankaj_ca@yahoo.com,31-03-2019,31-03-2019
U24230KA2016PTC085165,ALMONDS PHARMACEUTICALS PRIVATE LIMITED   ,ACTV,Private,Company limited by Shares,Non-govt company,08-01-2016,Karnataka,100000.0,100000.0,24230,Manufacturing,"Katha # 90/65/29, Jayanagar, 3rd Cross, 2nd HouseBehind Bapuji School, Tekal Road  ",ROC BANGALORE,MANJU_8010@REDIFFMAIL.COM,31-03-2017,31-03-2019
U29100KA2009PTC051653,INVENT TECHNOPACK ( INDIA) PRIVATELIMITED  ,STOF,Private,Company limited by Shares,Non-govt company,27-11-2009,Karnataka,500000.0,100000.0,29100,Manufacturing,"Flat No,B2/79, SFS, Ground Floor,4th B cross,B sector,Yelahanka New Town  ",ROC BANGALORE,ca.nallathambi@gmail.com,31-03-2016,31-03-2016
U40102KA2008PTC047368,YENEPOYA ENERGY PRIVATE LIMITED   ,ACTV,Private,Company limited by Shares,Non-govt company,04-08-2008,Karnataka,250000000.0,237725000.0,40102,Electricity gas and water supply,YMK COMPOUNDASHOKNAGAR  ,ROC BANGALORE,ymk@yenepoya.org,31-03-2019,31-03-2019
U72200KA2008PTC045687,AXIL SOFTWARE TECHNOLOGIES PRIVATELIMITED  ,STOF,Private,Company limited by Shares,Non-govt company,19-03-2008,Karnataka,200000.0,0.0,72200,Real estate renting and business activities,NO 5/1 3B 3RD FLOORRICH HOME RICHMAND ROAD  ,ROC BANGALORE,giridhar4455@yahoo.com,,
U72200KA2007PTC041429,RAV TECH SERVICES PRIVATE LIMITED   ,ACTV,Private,Company limited by Shares,Non-govt company,08-01-2007,Karnataka,100000.0,100000.0,72200,Real estate renting and business activities,"No 1385, 4th A Cross, 10th Main,RPC Layout  ",ROC BANGALORE,camaheshmnca@gmail.com,31-03-2018,31-03-2018
U51103KA2004PTC034180,N. B. SURYANARAYANA AND SONS AGENCIES PRIVATE LIMITED  ,STOF,Private,Company limited by Shares,Non-govt company,22-06-2004,Karnataka,100000.0,100000.0,51103,Wholesale and retail trade repair of motor vehicles motorcycles and personal and household goods,"NEW NO.7 (OLD NO.1)MUNDY VEERAPPA LANE,S J P ROAD CROSS  ",ROC BANGALORE,vinodaudit@gmail.com,31-03-2009,31-03-2009
U29120KA1985PTC007033,ATALANTA PUMPS PRIVATE LIMITED   ,ACTV,Private,Company limited by Shares,Non-govt company,19-07-1985,Karnataka,5000000.0,3000000.0,29120,Manufacturing,"No. 487, D1&D2,13th Cross, 4Th Phase, Peenya Industrial Area  ",ROC BANGALORE,atalantapumps@gmail.com,31-03-2019,31-03-2019
U52609KA2019PTC123561,EVO RENTALS PRIVATE LIMITED   ,ACTV,Private,Company limited by Shares,Non-govt company,19-04-2019,Karnataka,100000.0,100000.0,52609,Wholesale and retail trade repair of motor vehicles motorcycles and personal and household goods,"4th Floor No 22 Salarpuria Towers-1Hosur Road, Koramangala  ",ROC BANGALORE,j.saurabh1985@gmail.com,,
U72900KA2000PTC026580,APSON.COM PRIVATE LIMITED   ,STOF,Private,Company limited by Shares,Non-govt company,10-03-2000,Karnataka,500000.0,300.0,72900,Real estate renting and business activities,"NO.2, NANDIDURGA ROAD,BENSON TOWN  ",ROC BANGALORE,,,
U72300KA2013PTC067778,IMMENSA SEMICONDUCTORS TECHNOLOGIESPRIVATE LIMITED  ,ACTV,Private,Company limited by Shares,Non-govt company,07-02-2013,Karnataka,10750000.0,500000.0,72300,Real estate renting and business activities,"# 85, 4th Cross,AECS layout, Brookefield, Kundalahalli  ",ROC BANGALORE,dharin76@gmail.com,31-03-2019,31-03-2019
U31501KA1999PTC024668,FLOAT POWER SYSTEMS AND CONTROLS PRIVATE LIMITED  ,STOF,Private,Company limited by Shares,Non-govt company,22-01-1999,Karnataka,1000000.0,4000.0,31501,Manufacturing,"SAI KUTEER, 917, 12TH MAIN,17TH CROSSI.S.RO. LAYOUT, VIKRAM NAGAR, BANGALORE - 78.  ",ROC BANGALORE,,,
U14102KA2005PTC035971,RATHOD BUILD MART PRIVATE LIMITED   ,ACTV,Private,Company limited by Shares,Non-govt company,01-04-2005,Karnataka,1000000.0,100000.0,14102,Mining and quarrying,"RATHOD BUILD MART PVT LTD,NO.25/3-34,1ST STAGE,INDUSTRIALL SUBURB,  ",ROC BANGALORE,accounts@buildmart.co.in,31-03-2019,31-03-2019
U92111KA1989PTC009842,JUBILEE PRODUCTIONS PRIVATE LIMITED   ,ACTV,Private,Company limited by Shares,Non-govt company,15-02-1989,Karnataka,500000.0,500000.0,92111,Other community social and personal service activities,"21/1,MISSION ROAD,JELITTA TOWERS, BANGALORE -KARNATAKA.  ",ROC BANGALORE,JUBILYJOY1950@GMAIL.COM,31-03-2019,31-03-2019
U72200KA2016PTC092942,DECIZEN MINDS PRIVATE LIMITED   ,ACTV,Private,Company limited by Shares,Non-govt company,05-05-2016,Karnataka,1000000.0,100000.0,72200,Real estate renting and business activities,"NO.47/1, 2ND FLOOR, NARAYANA ARCADE, SUBBARAMACHETTY ROAD, NETKALAPPA CIRCLE, BASAVANAGUDI,  ",ROC BANGALORE,vijaynk@yahoo.com,31-03-2019,31-03-2019
U72200KA2012PTC062665,UBIQUANTUM TECHNOLOGIES INDIA PRIVATELIMITED  ,ACTV,Private,Company limited by Shares,Non-govt company,23-02-2012,Karnataka,1000000.0,100000.0,72200,Real estate renting and business activities,"NO.16, 2ND FLOOR, and DISHANTAROPP: ST. MICHAEL CHURCH, CHURCH ROAD, SHANTHINAGAR  ",ROC BANGALORE,prakash.n@dishacom.com,31-03-2019,31-03-2019
U63040KA2003PTC032297,ANANYA MARKETING PRIVATE LIMITED   ,STOF,Private,Company limited by Shares,Non-govt company,23-07-2003,Karnataka,1000000.0,100000.0,63040,Transport storage and communications,"NO.19, 3RD FLOORMONARCH CHAMBERSINFANTRY ROAD  ",ROC BANGALORE,,,
U25200KA1980FTC003747,S MANIKYA PLASTICHEM PRIVATE LIMITED   ,ACTV,Private,Company limited by Shares,Subsidiary of Foreign Company,21-02-1980,Karnataka,75000000.0,66603500.0,25200,Manufacturing,"PLOT 5,BELAVADI INDUSTRIAL AREAHUNSUR ROAD  ",ROC BANGALORE,manikya@vsnl.com,31-03-2007,31-03-2007
U25000KA1989PTC010632,ROCK AUTO RUBBER PRODUCTS PRIVATELIMITED  ,UPSO,Private,Company limited by Shares,Non-govt company,22-12-1989,Karnataka,500000.0,200.0,25000,Manufacturing,12/1/115 SHOBHA NIVASFATHEDARWAZA BIDARFATHEDARWAZA  ,ROC BANGALORE,,,
U52520KA2019PTC124534,SSN TECHNOLOGIES INFOTECH PRIVATELIMITED  ,ACTV,Private,Company limited by Shares,Non-govt company,22-05-2019,Karnataka,1000000.0,100000.0,52520,Wholesale and retail trade repair of motor vehicles motorcycles and personal and household goods,"#6/E-47, Ground Floor, 14th Main RoadVijayanagar  ",ROC BANGALORE,ssntechnologies2017@gmail.com,,
U72900KA2013PTC070921,XTANTRA VENTURES PRIVATE LIMITED   ,ACTV,Private,Company limited by Shares,Non-govt company,06-09-2013,Karnataka,100000.0,100000.0,72900,Real estate renting and business activities,"FLAT NO: FF-1, #98, HAPPY HOMES APARTMENT13TH A CROSS, 8TH MAIN, BTM 2ND STAGE  ",ROC BANGALORE,vidya.psarang@gmail.com,31-03-2019,31-03-2019
U74999KA2012PTC062246,ALPHA AND OMEGA GIFTS PRIVATE LIMITED   ,STOF,Private,Company limited by Shares,Non-govt company,25-01-2012,Karnataka,100000.0,100000.0,74999,Real estate renting and business activities,NO 35 HARRIS ROADBENSON TOWN  ,ROC BANGALORE,pearlyjemima@gmail.com,,
U72200KA2000PTC027092,CAREWEL FACILITIES (INDIA) PRIVATELIMITED  ,ACTV,Private,Company limited by Shares,Non-govt company,17-05-2000,Karnataka,500000.0,100000.0,72200,Real estate renting and business activities,"""CAREWEL HOUSE"", 6TH CROSS, MUNISWAMAPPA LAYOUT(OPP.KEMP FORT), OFF AIRPORT ROAD,  ",ROC BANGALORE,sprabhu.aka@gmail.com,31-03-2019,31-03-2019
U28920KA2005PTC036302,VIPA AUTOMATION INDIA PRIVATE LIMITED   ,ACTV,Private,Company limited by Shares,Non-govt company,12-05-2005,Karnataka,15000000.0,248980.0,28920,Manufacturing,"B.R. House, 3rd Floor,B.B.M.P. Ward - 24,1st Cross, Hennur Main Road,  ",ROC BANGALORE,info@vipaindia.com,31-03-2019,31-03-2019
U74999KA2016PTC096720,PRAJNA INFOLABS PRIVATE LIMITED   ,ACTV,Private,Company limited by Shares,Non-govt company,26-09-2016,Karnataka,100000.0,100000.0,74999,Real estate renting and business activities,"301, MANISH RATNA APARTMENT, N.S PALYABTM 2ND STAGE  ",ROC BANGALORE,Rambabu.Enugula@PrajnaCapital.com,,
U72200KA2011PTC059336,SANEMI TECHNOLOGIES PRIVATE LIMITED   ,ACTV,Private,Company limited by Shares,Non-govt company,25-06-2011,Karnataka,100000.0,100000.0,72200,Real estate renting and business activities,"NO-679, RANGA DHAMA, 14TH CROSS,31ST MAIN, 1ST PHASE, J P NAGAR  ",ROC BANGALORE,nagabhushan@sanemi.co,31-03-2019,31-03-2019
U01410KA1987PTC008376,SRI YADU GRANITES PRIVATE LIMITED   ,STOF,Private,Company limited by Shares,Non-govt company,20-05-1987,Karnataka,100000.0,30000.0,01410,Agriculture & allied,"127/3,BULL TEMPLE ROAD,,BANGALORE   ",ROC BANGALORE,,,
U72900KA2007FTC094495,TANDBERG INDIA PRIVATE LIMITED   ,ACTV,Private,Company limited by Shares,Subsidiary of Foreign Company,22-06-2007,Karnataka,500000.0,500000.0,72900,Real estate renting and business activities,"Brigade South Parade, No. 10Mahatma Gandhi Road,  ",ROC BANGALORE,rbandyop@cisco.com,31-03-2019,31-03-2019
U40102KA2010PTC054132,ALCHEMY ENERGY PRIVATE LIMITED   ,ACTV,Private,Company limited by Shares,Non-govt company,21-06-2010,Karnataka,500000.0,100000.0,40102,Electricity gas and water supply,"NO.73, 2ND FLOOR 80FT ROADRMV 2ND STAGE  ",ROC BANGALORE,khyavar@gmail.com,31-03-2018,31-03-2018
U72200KA2007PTC041906,MASA INFOSOLUTIONS PRIVATE LIMITED   ,STOF,Private,Company limited by Shares,Non-govt company,27-02-2007,Karnataka,100000.0,0.0,72200,Real estate renting and business activities,"#33, 3RD STAGE, 1ST MAIN,BASAVESHWARA NAGAR  ",ROC BANGALORE,sudarshan@masa.co.in,,
U74140KA2005PTC035549,OFFSHORE ANALYTICS INDIA PRIVATE LIMITED   ,STOF,Private,Company limited by Shares,Non-govt company,07-02-2005,Karnataka,500000.0,500000.0,74140,Real estate renting and business activities,#34/1 PALM MEADOWS AIRPORTROAD WHITEFIELDBANGALORE.  ,ROC BANGALORE,ajaysairam2000@yahoo.co.in,31-03-2008,31-03-2008
U45205KA2013PTC069576,VSLRS CONCEPTS HERITAGE PRIVATE LIMITED   ,STOF,Private,Company limited by Shares,Non-govt company,07-06-2013,Karnataka,1000000.0,100000.0,45205,Construction,"NO. 12/1 (BASEMENT), OLD NO 309, AYODHYA,7TH MAIN ROAD, VYALIKAVAL  ",ROC BANGALORE,vslrsblr@gmail.com,,
U65910KA1983PTC005549,SREE RAGHAVENDRA FINANCE AND INVESTMENTS PRIVATE LIMITED  ,STOF,Private,Company limited by Shares,Non-govt company,02-09-1983,Karnataka,300000.0,13000.0,65910,Financial intermediation,"226/A,TANK BUND ROAD,,SUBRAMANYA NAGAR,   ",ROC BANGALORE,,,
U99999KA1919PTC000591,BANGALORE CONTONMENT AND PERMANENT FUNDS PRIVATE LIMITED  ,STOF,Private,Company limited by Shares,Non-govt company,01-01-1919,Karnataka,1000000.0,20.0,99999,Extraterritorial organizations and bodies,"C/O. O.L.,KORAMANGALA,BANGALORE  ",ROC BANGALORE,,,
U51909KA2018PTC117371,AKAM OGCON VENTURES PRIVATE LIMITED   ,ACTV,Private,Company limited by Shares,Non-govt company,08-10-2018,Karnataka,500000.0,140000.0,51909,Wholesale and retail trade repair of motor vehicles motorcycles and personal and household goods,"Plot Number 123, Survey No. 1,Bidrahalli Hobli, Kannur  ",ROC BANGALORE,verunkanand@yahoo.in,31-03-2019,31-03-2019
U67120KA2003PTC032682,R.V.N. SECURITIES PRIVATE LIMITED   ,STOF,Private,Company limited by Shares,Non-govt company,07-10-2003,Karnataka,100000.0,100000.0,67120,Financial intermediation,"NO. 18/01, FIRST MAIN ROAD,VIJARANGAM LAYOUT,BASAVANAGUDI,  ",ROC BANGALORE,rnavad@gmail.com,,
U93090KA2018PTC114961,RASHI DIAGNOSTICS INDIA PRIVATE LIMITED   ,ACTV,Private,Company limited by Shares,Non-govt company,23-07-2018,Karnataka,900000.0,900000.0,93090,Other community social and personal service activities,"#50, Rama Murthy Nagar Main Road,Banaswadi  ",ROC BANGALORE,drramegowda@gmail.com,31-03-2019,31-03-2019
U15400KA2016PTC086296,MALLIPATHRA NUTRACEUTICAL PRIVATELIMITED  ,ACTV,Private,Company limited by Shares,Non-govt company,18-02-2016,Karnataka,500000.0,100000.0,15400,Manufacturing,"No 25, Sri Niliyam, 7th Cross, Nanjappa LayoutD B Sandra, Vidyaranyapura  ",ROC BANGALORE,moumons@gmail.com,31-03-2019,31-03-2019
U45303KA2019PTC130670,SHANKARA ENGINEERING PRIVATE LIMITED   ,ACTV,Private,Company limited by Shares,Non-govt company,16-12-2019,Karnataka,100000.0,100000.0,45303,Construction,"NO. 339, K.NO.5, BERETANA AGRAHARA,BEGUR HOBLI  ",ROC BANGALORE,shankaraengineeringpvtltd@gmail.com,,
U67120KA1979PTC035394,PIALDE INVESTMENTS PRIVATE LIMITED   ,AMAL,Private,Company limited by Shares,Non-govt company,13-12-1979,Karnataka,3500000.0,2625000.0,67120,Financial intermediation,209 RAMANASHREE CHAMBERSNO.37 LADY CURZON ROADBANGALORE-560001.  ,ROC BANGALORE,reception@dakshinfoundry.com,31-03-2013,31-03-2013
U65992KA1997PTC022559,SAI BABA CHITS PRIVATE LIMITED   ,STOF,Private,Company limited by Shares,Non-govt company,21-07-1997,Karnataka,500000.0,20000.0,65992,Financial intermediation,"306,SAHYADRI,15TH CROSS,100FT.ROAD,J.P.NAGAR5TH PHASE BANGALORE-78  ",ROC BANGALORE,,,
U01400KA2013PTC072471,KALKERI FARMERS SERVICES PRODUCERCOMPANY LIMITED  ,STOF,Private,Company limited by Shares,Non-govt company,11-12-2013,Karnataka,500000.0,409000.0,01400,Agriculture & allied,"HOUSE NO.538, ASHKI VILLAGE,SINDAGI TALUK,  ",ROC BANGALORE,podnabard@alcindia.org,31-03-2014,31-03-2014
U74999KA2015PTC079798,TICKET ARENA PRIVATE LIMITED   ,ACTV,Private,Company limited by Shares,Non-govt company,10-04-2015,Karnataka,500000.0,500000.0,74999,Real estate renting and business activities,"Flat No., 7, Shantha Paradise Apartments121/106, Wheeler Road, Cox Town  ",ROC BANGALORE,reach@ticketarena.in,,
U74999KA2018PTC112762,SGARG VENTURES PRIVATE LIMITED   ,ACTV,Private,Company limited by Shares,Non-govt company,02-05-2018,Karnataka,3100000.0,1400000.0,74999,Real estate renting and business activities,"Flat No 001,Sipani Classe A1,Koramangala 8th Block,  ",ROC BANGALORE,esgarg@gmail.com,31-03-2019,31-03-2019
U45201KA2009PTC050239,BALDEEP STRUCTURES & ESTATES PRIVATELIMITED  ,ACTV,Private,Company limited by Shares,Non-govt company,24-06-2009,Karnataka,500000.0,100000.0,45201,Construction,"NO. 2, 3RD CROSS, 1ST MAIN, DEVAPPA GARDEN,NAGA SHETTY HALLI, RMV II STAGE EXTENSION,  ",ROC BANGALORE,poongodi.p11@gmail.com,31-03-2019,31-03-2019
U15400KA2015PTC081772,HEALTHZONE ORGANIC FOODS PRIVATE LIMITED   ,ACTV,Private,Company limited by Shares,Non-govt company,23-07-2015,Karnataka,574350.0,235108.0,15400,Manufacturing,NO17 JANAKI PLAZA 1ST & 3RD FLOOR 3RD CROSS PATELNARAYANAREDDY LAYOUT EJIPURA KORAMANGALA 6TH BLOCK  ,ROC BANGALORE,jpattabi@gmail.com,31-03-2019,31-03-2019
U00063KA1993PTC014874,ESDES EXPORTS PRIVATE LIMITED   ,STOF,Private,Company limited by Shares,Non-govt company,03-11-1993,Karnataka,500000.0,2000.0,00063,Agriculture & allied,"904, IFLOOR, 7TH CROSS, ASHOKNAGARBANASHANKARI I STAGE, BANGALORE 50.  ",ROC BANGALORE,,,
U72200KA2010PTC054991,VITRI TECHNOSYSTEMS PRIVATE LIMITED   ,STOF,Private,Company limited by Shares,Non-govt company,27-08-2010,Karnataka,100000.0,100000.0,72200,Real estate renting and business activities,"NO.1627, 2ND FLOOR, 16TH MAIN35TH CROSS, BSK 2ND STAGE  ",ROC BANGALORE,babu.atur@vitrisystems.com,,
U21010KA2020OPC131546,ATHEEVA ENTERPRISES (OPC) PRIVATELIMITED  ,ACTV,Private(One Person Company),Company limited by Shares,Non-govt company,13-01-2020,Karnataka,100000.0,100000.0,21010,Manufacturing,"No 104, AK ColonyKarekallu, Kamakshipalya  ",ROC BANGALORE,sachinsack999@gmail.com,,
U70100KA2011PTC056770,VASVE HOLDINGS PRIVATE LIMITED   ,ACTV,Private,Company limited by Shares,Non-govt company,21-01-2011,Karnataka,10000000.0,500000.0,70100,Real estate renting and business activities,"622, 6TH MAIN, 3RD CROSS, H M T LAYOUT   ",ROC BANGALORE,Sid.doijode@gmail.com,31-03-2018,31-03-2018
U52609KA2018PTC109398,ANEES SHAFEEQ TRADING PRIVATE LIMITED   ,ACTV,Private,Company limited by Shares,Non-govt company,10-01-2018,Karnataka,100000.0,100000.0,52609,Wholesale and retail trade repair of motor vehicles motorcycles and personal and household goods,"573, 3rd Main2nd Block, R T Nagar  ",ROC BANGALORE,samiahmed32@gmail.com,,
U80903KA2019NPL124818,JSP EDUCATION TECHNOLOGY AND SPORTSFOUNDATION  ,ACTV,Private,Company limited by Shares,Non-govt company,30-05-2019,Karnataka,100000.0,100000.0,80903,Education,"A 212 Commanders Glory Apartments,Singapura Vidyaranyapura,  ",ROC BANGALORE,info@registrationseva.com,,
U74999KA2017PTC104021,ESTHETE ACADEMY FOR SKILLS & TRADES(E.A.S.T) PRIVATE LIMITED  ,ACTV,Private,Company limited by Shares,Non-govt company,21-06-2017,Karnataka,1000000.0,100000.0,74999,Real estate renting and business activities,"99, 1ST CROSS, NEW THIPPASANDRAMAIN ROAD INDIRANAGAR  ",ROC BANGALORE,shifali.hamsavardhan@gmail.com,31-03-2019,31-03-2019
U72900KA2016PTC093559,TECHNOPOETS ADVANCEMENTS PRIVATE LIMITED   ,ACTV,Private,Company limited by Shares,Non-govt company,25-05-2016,Karnataka,1000000.0,100000.0,72900,Real estate renting and business activities,"Sujaya, No.304, 8th E Main1st Block, Kalyana Nagar  ",ROC BANGALORE,manoharsuresh@gmail.com,31-03-2017,31-03-2017
U74999KA2011PTC060718,AQUANAUTICS SYSTEM PRIVATE LIMITED   ,ACTV,Private,Company limited by Shares,Non-govt company,07-10-2011,Karnataka,1000000.0,1000000.0,74999,Real estate renting and business activities,"NO.49, III  Main Road,New MICO Road, Adugodi,  ",ROC BANGALORE,shwetha@aquanautics.co.in,31-03-2019,31-03-2019
U74900KA2014PTC077280,PURESIGHT SYSTEMS PRIVATE LIMITED   ,ACTV,Private,Company limited by Shares,Non-govt company,18-11-2014,Karnataka,8000000.0,7871150.0,74900,Real estate renting and business activities,"ground floor, Vasants Business Centre, No. 15Queens Road, Civil and Military Station  ",ROC BANGALORE,office@puresight.co.in,31-03-2019,31-03-2019
U74900KA2015PTC078547,ABHAYA INNOVATIVE SOLUTIONS PRIVATELIMITED  ,STOF,Private,Company limited by Shares,Non-govt company,27-01-2015,Karnataka,1000000.0,100000.0,74900,Real estate renting and business activities,"NO.25,KALLURU, ANDAGOVE,SOMAVARAPETE,  ",ROC BANGALORE,spsharma_kst@yahoo.co.in,,
U74900KA2013PTC068537,NANOSUN NUTRA & PHARMA PRIVATE LIMITED   ,ACTV,Private,Company limited by Shares,Non-govt company,15-04-2013,Karnataka,100000.0,100000.0,74900,Real estate renting and business activities,"OLD NO. 635/A, OLD A.R. NO. 650/A,SHANKAR MUTT ROAD  ",ROC BANGALORE,satishmk2008@gmail.com,31-03-2018,31-03-2018
U74210KA2004PTC033859,CANE BOUTIQUE PRIVATE LIMITED   ,ACTV,Private,Company limited by Shares,Non-govt company,30-04-2004,Karnataka,8000000.0,3570000.0,74210,Real estate renting and business activities,"No 273 Amarjyothi Layout, Intermediate Ring Road,Domlur 2nd Stage  ",ROC BANGALORE,info@caneboutique.com,31-03-2019,31-03-2019
U72900KA2000PTC026733,DIGINUE TECHNOLOGIES PRIVATE LIMITED   ,STOF,Private,Company limited by Shares,Non-govt company,23-03-2000,Karnataka,500000.0,100000.0,72900,Real estate renting and business activities,"NO 1448, 4TH CROSS,19TH MAIN,BTM LAYOUT,  ",ROC BANGALORE,,,
U74999KA2016PTC095973,CLAY WHEEL PRIVATE LIMITED   ,ACTV,Private,Company limited by Shares,Non-govt company,24-08-2016,Karnataka,2000000.0,1905760.0,74999,Real estate renting and business activities,"Shop No.4, Survey No.213, Next to Golden Nest Lyt,North Blk, Koppa Gate, Jigani Hobli, Anekal Taluk,  ",ROC BANGALORE,director@claywheel.in,31-03-2019,31-03-2019
U72200KA2016PTC098105,CTRL IOT SYSTEMS PRIVATE LIMITED   ,ACTV,Private,Company limited by Shares,Non-govt company,28-11-2016,Karnataka,1000000.0,100000.0,72200,Real estate renting and business activities,"Nasscom Startup Warehouse, LowerGround Floor, Diamond District ISRO Colony, Domlur  ",ROC BANGALORE,vishnunraj93@gmail.com,31-03-2018,31-03-2018
U70102KA2000PTC027302,TANDEM ALLIED SERVICES PRIVATE LIMITED   ,ACTV,Private,Company limited by Shares,Non-govt company,19-06-2000,Karnataka,50000000.0,40000000.0,70102,Real estate renting and business activities,"706,7TH FLOOR, BRIGADE TOWERSNO.135, BRIGADE ROAD,BANGALORE  ",ROC BANGALORE,omprakash100@gmail.com,31-03-2019,31-03-2019
U70101KA1996PTC020522,TARTAN HOLDEINGS PRIVATE LIMITED   ,STOF,Private,Company limited by Shares,Non-govt company,23-05-1996,Karnataka,500000.0,100000.0,70101,Real estate renting and business activities,132 EMBASSY WOODS6A CUNNINGHAM ROAD  ,ROC BANGALORE,jotkapoor@gmail.com,31-03-2014,31-03-2014
U15532KA2017PTC101886,MADHULOKA VINTNERS PRIVATE LIMITED   ,ACTV,Private,Company limited by Shares,Non-govt company,03-04-2017,Karnataka,100000.0,100000.0,15532,Manufacturing,"NO. 462, OUTER RING ROAD,TEACHERS COLONY, HSR LAYOUT  ",ROC BANGALORE,francis@madhuloka.com,31-03-2019,31-03-2019
U72900KA2019PTC128454,NOVEMBER FIRST INDIA SERVICE CENTREPRIVATE LIMITED  ,ACTV,Private,Company limited by Shares,Non-govt company,03-10-2019,Karnataka,1000000.0,100000.0,72900,Real estate renting and business activities,"GOODWORKS COWORK, 2ND FLOOR, AKSHAY TECH PARKPLOT NO. 72 & 73, EPIP ZONE, WHITEFIELD  ",ROC BANGALORE,pg@novemberfirst.com,,
